8301734|1961|September|34.47N 166.19W (PACIFIC)|Page 1
6788945|1956|August|20 Mi S of Quart Site, Ariz.|Page 1
7340324|1956|January|at sea 215 Mi SE of Burmuda|Page 1
6969317|1957|August|Farmington, Illinois|Page 1
7091641|1966|April|Ghent, New York|Page 1
6312374|1949|August|Dallas, Texas|Page 1
9078547|[ILLEGIBLE]|[ILLEGIBLE]|Mesa, Arizona|Page 1
6786790|1957|February|Yuma, Arizona|Page 1
6789199|1957|April|Ferndale, MICHIGAN|Page 1
9169445|1952|October|PAOLI OKLA|Page 1
8678496|1965|September|Vashon, Washington|Page 1
7811550|1960|April|9 Mi East of Escanabe, Michigan|Page 1
8690059|1961|June|Mount Zion, West Virginia|Page 1
8847108|1958|June|Puget Sound area, Washington|Page 1
8676235|1966|March|Portland, Maine|Page 1
9613449|1950|February|Alaska 53 Deg N 171 Deg 11'W|Page 1
8675457|1962|July|Baltimore, Md.|Page 1
7203381|1958|December|Little Rock AFB, Arkansas|Page 1
9420583|1964|July|Franklin, Massachusetts|Page 1
8291002|1966|September|Langhorne, Penna.|Page 1
9169329|1952|October|ELBERTON ALA|Page 1
8726697|1954|September|Hamlet, Indiana|Page 1
8772182|1952|August|Meridian, Miss.|Page 1
8725707|1962|October|Buck Island, Caribbean|Page 1
6311953|1949|May|Hickam AFB, Hawaii|Page 1
6792994|1949|April|Morgantown, West Virginia (#[Blank])|Page 1
8548370|1967|February|Dayton, Ohio|Page 1
8290637|1966|July|Philadelphia, Pennsylvania|Page 1
6782349|1957|November|Anderson, Indiana|Page 1
8715070|1954|July|Coronado, California|Page 1
9421408|1964|September|Ulysses, Kansas|Page 1
6789094|1956|August|Lancaster, Texas|Page 1
9545761|1953|January|Davenport, Iowa|Page 1
8681860|1962|July|Carlsbad, New Mexico|Page 1
6971623|1955|August|Albuquerque, New Mexico|Page 1
6788996|1956|August|Cunningham, Tenn.|Page 1
8643416|1961|March|Carswell AFB, Texas|Page 1
7093520|1966|March|Highland Heights, Kentucky|Page 1
6781693|1954|May|Bay St. Louis, Mississippi|Page 1
9369502|1965|August|Ottawa, Illinois|Page 1
6310951|1949|July|Augusta, Kentucky|Page 1
6787217|1956|July|Seattle, Washington|Page 1
8692418|1961|October|Jensen, Utah|Page 1
8867705|1958|September|San Antonio, Texas|Page 1
8637640|1961|February|San Juan, Puerto Rico|Page 1
6780934|1957|November|Shiroi Air Base, Japan|Page 1
9078705|1959|January|35.06N. 129.57W. (Pacific)|Page 1
9077619|1967|May|Las Vegas, Nevada|Page 1
6982374|1950|March|New York City, New York|Page 1
8728055|1966|August|San Angelo, Texas|Page 1
7823021|1960|August|South Tewksbury, Massachusetts|Page 1
9170581|1952|December|DALLAS, TEXAS|Page 1
8722060|1964|November|33.55N 166.02E|Page 1
6973182|1958|January|Peoria, Illinois|Page 1
9369713|1965|August|Harrison, New York|Page 1
6316037|1952|May|Keesler AFB, Mississippi|Page 1
9554281|1953|February|Dover AFB, Del.|Page 1
9678079|1968|September|Ewa Beach, Hawaii|Page 1
8295523|1961|July|Brooklyn, New York|Page 1
8728258|1966|August|Sioux Falls, South Dakota|Page 1
8728587|1966|August|Minnesota|Page 1
8406842|1959|June|Chesterland, Ohio|Page 1
7441489|1965|August|Cuyahoga Falls, Ohio|Page 1
8677414|1965|November|Union City, Indiana|Page 1
8580537|1952|July|RED BLUFF CALIF|Page 1
6792858|1949|March|Eau Claire, Wisconsin (#[Blank])|Page 1
7105990|1966|April|Philomath, Oregon|Page 1
6789751|1957|May|McClellan, AFB|Page 1
8406967|1959|July|Switzerland|Page 1
9077550|1967|May|Kirksville, Missouri|Page 1
9678440|1968|October|Kalamazoo, Michigan|Page 1
8693888|1961|October|Succasunna, New Jersey|Page 1
7274860|1952|July|Passaic, New Jersey (#1768)|Page 1
8726602|1954|September|France|Page 1
8289342|1966|August|Alley Springs, Missouri|Page 1
6970270|1955|July|Seattle, Wash|Page 1
7071875|1956|October|Batavio, Ohio|Page 1
8270526|1966|November|York, Pennsylvania|Page 1
7230609|1957|November|Theriot, Louisiana|Page 1
7456468|1967|April|Westway, Hartdale, New York|Page 1
8663928|1966|March|Bluffton, Indiana|Page 1
8683936|1961|May|4510N 5045W ATLANTIC|Page 1
8534036|1967|January|Canon, New Mexico|Page 1
6310153|1949|April|Fort Bliss, Texas (#311)|Page 1
8773449|[ILLEGIBLE]|[ILLEGIBLE]|Bakersfield, California|Page 1
6778654|1953|November|Manitowoc, Wisc.|Page 1
8727699|1964|July|31.58N 175.39W (Pacific)|Page 1
6992585|1952|July|KIRTLAND AFB, NEW MEXICO|Page 1
8277146|1966|November|Roswell, New Mexico|Page 1
8676347|1966|March|Toledo, Ohio|Page 1
8406845|1959|June|South Of Macao, China|Page 1
7093530|1966|March|Ent AFB, Colorado|Page 1
6780972|1969|May|Allentown, Pennsylvania|Page 1
8406980|1959|July|New Church, Va|Page 1
8406508|1959|June|Los Angeles, Calif.|Page 1
8703795|1964|May|Warrensville Heights, Ohio|Page 1
8234038|1960|October|Egypt|Page 1
6959109|1957|June|Gardena, California|Page 1
7071111|1956|September|Freeport, Michigan|Page 1
8723220|1966|February|Greenville, Ohio|Page 1
8722108|1964|December|29.30N 169.30W (PACIFIC)|Page 1
9669629|1947|December|Betw. Medford Ore & Mt. Shasta Calif. (#97)|Page 1
8714282|1954|June|Danville, Illinois|Page 1
6969657|1955|July|Long Beach and Glennavon, Calif|Page 1
8535342|1967|January|Warner Robins, Georgia|Page 1
9617761|1950|October|N of Rome, NY|Page 1
7170803|1968|November|Duluth, Minnesota|Page 1
7812328|1960|May|Trout Run, Pennsylvania|Page 1
9553693|1953|February|Port Austin, Mich.|Page 1
8703000|1964|May|Des Plaines, Illinois|Page 1
6965809|1955|January|Between Virginia & Kansas|Page 1
7170777|1968|November|Arcanum, Ohio|Page 1
7228649|1957|November|Garwd, Poland|Page 1
6779697|1954|January|Blackstone, Virginia|Page 1
6792903|1949|March|Bend, Oregon (#[Blank])|Page 1
6310587|1952|March|Goose AFB, Labrador|Page 1
7813548|1960|June|Greenville AFB, Mississippi|Page 1
6978189|1965|October|Edwards AFB, California (#10021)|Page 1
8675817|1962|July|New York, New York|Page 1
9316700|1963|February|39.30N 172.30W (Pacific)|Page 1
6308622|1951|November|Riverside, California|Page 1
9613356|1952|May|Imperial, California|Page 1
8277043|1966|June|Roann, Indiana|Page 1
7368968|1967|July|Wyomissing, Pa.|Page 1
6778890|1953|December|Houston, Texas|Page 1
6971227|1955|March|Twenty-Nine Palms, Calif.|Page 1
6786848|1957|February|Brooklyn, New York|Page 1
8723022|1965|January|Miami, Florida|Page 1
6978551|1967|December|Bucks Harbor AFS, Maine.|Page 1
7409992|1967|September|Cowlesville, New York|Page 1
6785833|1956|May|Colorado Springs, Colorado|Page 1
6971680|1955|August|Iceland|Page 1
6982250|1949|September|Camp Oak Flat, California|Page 1
6778670|1953|November|33.59N 55.14W (Atlantic)|Page 1
6975479|1959|July|Switzerland (#6413)|Page 1
8295965|1966|September|Shreveport, Louisiana|Page 1
6970218|1955|July|Newport, Pennsylvania|Page 1
9669505|1947|September|Logan, Utah (#61)|Page 1
7273764|1952|January|Travis AFB, California (#1034)|Page 1
9678166|1968|October|Chatanooga, Tennessee|Page 1
6962113|1957|November|Omaha, Nebraska|Page 1
6962600|1959|October|Great Mills, Maryland|Page 1
7470691|1965|August|28.33N 145W (Pacific)|Page 1
7340293|1956|January|Long Beach, Long Island, NY|Page 1
7814137|1960|June|Wilmington, Massachusetts|Page 1
6996946|1952|August|RED BLUFF, CALIF|Page 1
9614310|1950|March|Bradford, Illinois|Page 1
8727114|1954|September|Altoona, Penna|Page 1
8676253|1961|April|285105N 1314508E (FAR EAST)|Page 1
6968496|1958|April|Kentucky, W Va., Georgia|Page 1
8722832|1962|August|Hatchville, Massachusetts|Page 1
9169562|1952|October|FAYETTVILLE, GEORGIA|Page 1
9077250|1967|May|St. Louis, Mo.|Page 1
6786247|1956|December|Oxnard AFB, California|Page 1
7464900|1965|August|San Mateo, California|Page 1
6788827|1956|August|Gower, Missouri|Page 1
6981875|1968|October|Minot AFB, North Dakota (#12548)|Page 1
6309237|1949|June|Flagstaff, Arizona (#395)|Page 1
9421099|1964|August|Yosemite Park, California|Page 1
6787436|1956|July|Bernalillo, New Mexico|Page 1
7008084|1951|July|Kelly AFB Texas|Page 1
6788139|1957|April|Portland, Oregon|Page 1
6313352|1949|May|Sacramento, California|Page 1
6967680|1958|April|Lynchburg, Virginia|Page 1
7819693|1960|August|Dexter, Maine|Page 1
8294821|1966|September|Michigan, Pennsylvania, Ohio|Page 1
8705997|1964|May|Woodburn/Hubbard, Oregon|Page 1
8865367|1958|August|USSR (North Pacific)|Page 1
8725558|1966|August|Cincinnati, Ohio|Page 1
7102046|1966|April|Syracuse, New York|Page 1
9421888|[ILLEGIBLE]|July|Kansas City, Missouri|Page 1
8774240|[ILLEGIBLE]|[ILLEGIBLE]|Hoffesville, Pennsylvania|Page 1
8692089|1965|October|39.35N 126.35W (Pacific)|Page 1
8676415|1965|September|Sauk Centre, Minnesota|Page 1
6781153|1954|April|Colorado Springs, Colorado|Page 1
8292117|1966|October|Guadalupe, Arizona|Page 1
8727565|1954|October|FESTUS, MISSOURI|Page 1
8643576|1961|Spring|Kemah, Texas|Page 1
8724655|1966|July|Atlanta, Georgia|Page 1
6308737|1951|November|Milwaukee, Wisconsin|Page 1
6779620|1954|January|Manston AFS, England|Page 1
8713384|1954|June|San Juan, Puerto Rico|Page 1
9069706|1965|March|Larson AFB, Washington|Page 1
9079156|1959|February|Victorville, Calif.|Page 1
6781543|1957|November|15 mi S of Dallas, Texas|Page 1
8849392|1958|June|52.26N 35W Over Mid-Atlantic|Page 1
6781875|1954|May|Westwood, Cincinnati, Ohio (11)|Page 1
9736923|1963|November|Kindly AFB, Bermuda|Page 1
9666291|1967|February|Sacramento, California|Page 1
7008773|1951|September|Spokane, Washington|Page 1
7813184|1960|June|33.50N 144.25W (Pacific)|Page 1
9615026|1950|May|Holloman AFB, New Mexico|Page 1
6311912|1949|August|Biloxi, Hattiesburg, Mississippi|Page 1
7071793|1956|October|Newburgh, New York|Page 1
7453076|1967|April|Byrdstown, Tennessee|Page 1
8706056|1964|May|Indianapolis, Indiana|Page 1
6888668|1967|December|CYNTHIANA, KENTUCKY|Page 1
8850203|1958|July|W of Boreland, Michigan|Page 1
8551814|1967|February|Circleville, Ohio|Page 1
6977416|1963|August|Fairfield, Illinois (#8501)|Page 1
6309933|1949|July|Valdosta, Georgia|Page 1
9668825|1947|June|Montgomery, Alabama|Page 1
8293154|1966|September|Gwinner, North Dakota|Page 1
7818996|1960|July|Lorain, Ohio|Page 1
9554520|1953|February|CELEBES|Page 1
6962683|1957|July|Hamilton, Montana|Page 1
6789279|1956|August|Pueblo, Colorado|Page 1
7101446|1966|April|Catskill, New York|Page 1
8693291|1961|October|West Florence, Ohio|Page 1
9071615|1965|April|Fairfax, Virginia|Page 1
8293300|1966|September|Columbus, Ohio|Page 1
6978590|1967|December|Valley Station, Kentucky|Page 1
7340511|1956|February|Belleview, Florida|Page 1
6789076|1956|August|Woburn, Massachusetts|Page 1
7339359|1955|September|Wegenstetter, Germany|Page 1
8656667|1963|Summer|Middletown, New York|Page 1
6792192|1949|January|Los Alumes, W. Mex. (#242)|Page 1
7367320|1967|July|Brooklyn, New York|Page 1
6965176|1955|January|30 miles East, Cochise, N.M.|Page 1
7171277|1968|December|Palmyra, Michigan|Page 1
6778727|1957|November|Kaisong, Korea|Page 1
6383137|1952|September|CLINTON, Md.|Page 1
6783233|1957|November|Torrance, California|Page 1
6982234|1949|August|Camden, New Jersey|Page 1
8410406|1959|September|Rutland, Vermont|Page 1
7007939|1951|July|Seoul, Korea|Page 1
7073871|1956|November|Newport, Oregon|Page 1
6779632|1954|January|Waco, Texas|Page 1
8292836|1966|October|Massillion, Ohio|Page 1
7202929|1968|August|JEFFERSONVILLE, INDIANA|Page 1
8686157|1962|July|10 Mi NW Of Langley AFB, VA.|Page 1
6782262|1957|November|Pitcairn, Pennsylvania|Page 1
8228346|1960|September|Tucson, Arizona|Page 1
6960120|1954|November|CORVALLIS, OREGON|Page 1
8680206|1966|March|Xenia, Ohio|Page 1
6309735|1949|July|Pittsburg, Pennsylvania (#386)|Page 1
9545105|1953|January|Sampson AFB, New York|Page 1
6970416|1955|July|Seattle, Washington (DKNC5530)|Page 1
6786662|1957|February|Georgetown, Massachusetts|Page 1
9421474|1964|September|Rapid City, South Dakota|Page 1
7278281|[ILLEGIBLE]|[ILLEGIBLE]|Islip Terrace, New York|Page 1
7413016|1967|September|Taftville, Connecticut|Page 1
8680622|1961|May|Wantagh, New York|Page 1
6978626|1966|July|Nondalton, Iliamaa Alaska (#10768)|Page 1
7197996|1958|September|St. George, Bermuda|Page 1
8724001|1965|February|Washington, D C|Page 1
8724085|1965|February|Rivesville, W Virginia|Page 1
8662168|1962|May|42.50N 155.20E Pacific|Page 1
8863380|1958|August|Long Island, New York|Page 1
8714596|1954|July|Victoria, San Antonio, Edna, Texas|Page 1
8725906|1966|August|Washington, D.C.|Page 1
7071514|1956|October|10 Mi W of Carey Islands, NF|Page 1
8726566|1954|September|Hillcrest Heights, Maryland|Page 1
8768012|1952|August|Winnsboro, Texas|Page 1
8727779|1964|July|Ft Huachuca, Arizona|Page 1
6382841|1952|[ILLEGIBLE]|Richmond, Virginia|Page 1
6782790|1957|November|Grand Rapids, Michigan|Page 1
6972159|1957|October|Indian Trails, Michigan|Page 1
6785615|1956|April|Traverse City, Michigan|Page 1
6383544|1952|September|Newport Beach, California|Page 1
8774681|[ILLEGIBLE]|[ILLEGIBLE]|41 degrees 05 N 719 Degrees 30 W|Page 1
7448125|1967|April|[ILLEGIBLE]|Page 1
6312864|1952|April|Longmeadow, Mass.|Page 1
8691514|1961|June|Palatka, Florida|Page 1
8683286|1966|March|Beverly Shores, Indiana|Page 1
6778734|1953|November|KEFLAVIK AFB, ICELAND|Page 1
9614430|1950|March|Adamant, Vermont|Page 1
8727265|1954|October|KILLEEN, TEXAS|Page 1
6971991|1955|April|Harrisburg, Pennsylvania|Page 1
8708880|1964|May|Thibodaux, Louisiana|Page 1
7232723|1957|November|Williams Bay AFS, Wisconsin|Page 1
6787135|1956|July|Windham Center, Connecticut|Page 1
7449069|1967|April|Springfield, Ohio|Page 1
9615393|1950|[ILLEGIBLE]|St. John's, Newfoundland|Page 1
9614217|1950|March|Little Silver, N. J.|Page 1
7171498|1969|January|Cleveland, Ohio|Page 1
8702625|1962|January|13-42N 144-20E (Pacific)|Page 1
9669438|1947|August|Silver Springs, Ohio (#66)|Page 1
7106724|1966|April|Norfolk, Va.|Page 1
8673399|1965|September|Indianapolis, Indiana|Page 1
6785645|1956|April|Old Bridge, New Jersey|Page 1
6982302|1954|April|RAF Station, Mildenhall, England|Page 1
6787427|1956|July|San Antonio, Texas|Page 1
8231777|1960|September|SW of Wichita Falls, Texas|Page 1
6785705|1956|May|Marinette, Wisconsin|Page 1
8666918|1962|June|Dayton, O., Kettering, O.|Page 1
6779093|1969|February|Vandalia, Ohio|Page 1
7822144|1960|August|Andover, Massachusetts|Page 1
7004562|1950|December|Los Alamos, N. M. (#[ILLEGIBLE])|Page 1
6787695|1957|March|Trinidad|Page 1
6968020|1957|August|Neosho, Missouri|Page 1
9543238|1953|January|Brookley AFB, Alabama|Page 1
9316119|1962|October|Moorehead, Minnesota|Page 1
7231805|1957|November|Roseberg, Oregon|Page 1
8703011|1964|May|Boise, Idaho|Page 1
7339339|1955|September|Middlebury, Vermont|Page 1
9542556|1952|December|RAMEY AFB, PUERTO RICA|Page 1
8851041|1958|July|Dayton, Ohio|Page 1
6388489|[ILLEGIBLE]|December|Blanca, Colorado (#247)|Page 1
9554109|1953|February|Greensboro, N. C.|Page 1
7070281|1956|September|Denver, Colorado|Page 1
8630535|1961|January|6357 N 2235W (ATLANTIC)|Page 1
9548569|1953|January|Conway, South Carolina|Page 1
6385542|1953|June|White Plains, New York|Page 1
8291145|1966|July|Kalispell AFS, Montana|Page 1
6780605|1969|April|Ruston, La.|Page 1
9669490|1947|August|Holloman AFB, N. Mex.|Page 1
6779653|1957|November|Ft. Knox, Kentucky|Page 1
8661816|1963|June|Chicago, Illinois|Page 1
6970298|1955|March|Pittsfield, Maine|Page 1
7820549|1960|August|Fairfield, California|Page 1
9421111|1964|August|Denver, Colorado|Page 1
8659357|1962|May|Athens County, Ohio|Page 1
8681214|1961|May|Silver Grove, Kentucky|Page 1
8863797|1958|August|West Point, Mississippi|Page 1
8405828|1959|April|30 Mi S Of Puerto Rico|Page 1
8683993|1962|July|Camp Carmel, Dunbar, Pa.|Page 1
6779207|1953|December|MINNEAPOLIS, MINNESOTA|Page 1
7812408|1960|May|Seattle, Washington|Page 1
6383290|1952|September|Lovingston, Virginia|Page 1
6958417|1954|November|BRANDENBURG, KENTUCKY|Page 1
6792427|1949|January|Tampa, Fla. (#250)|Page 1
9615068|1950|June|Tuscaloosa, Ala.|Page 1
8724594|1965|March|Jacksonville, Florida|Page 1
9669399|1947|August|Boston, Mass|Page 1
6781271|1954|April|Greenbrier, West Virginia|Page 1
8693858|1964|April|Manassas, Virginia|Page 1
9317220|1963|May|29.57N 140.03W (PACIFIC)|Page 1
9666261|1967|February|North Andover, Mass|Page 1
8774197|[ILLEGIBLE]|[ILLEGIBLE]|Boron, California|Page 1
6982122|1953|October|NORTON AFB, CALIF|Page 1
6963817|1955|May|Approx. 75 miles WNW of JM 2334 (Ohio)|Page 1
6786486|1957|January|NW of Ft. Worth, Texas|Page 1
6966087|1955|June|Altadena, Calif|Page 1
7094974|1966|April|Waukesha, Wisconsin|Page 1
8580821|1952|July|PRESCUE ISLE AFB MAINE|Page 1
8769891|1952|August|Barksdale, AFB, Louisiana|Page 1
6978031|1965|August|San Antonio, Texas (#9687)|Page 1
6383729|1952|October|Rivera Area France|Page 1
6786508|1957|January|Laguna, California (#2)|Page 1
8847231|1958|June|South Bethpage/Long Isl, N.Y.|Page 1
6982537|1947|June|Phoenix, Arizona|Page 1
9669507|1947|September|Logan, Utah (#62)|Page 1
8672713|1963|July|25.02N 127.15E (Far East)|Page 1
8724480|1965|March|43.00N 173.00W (Pacific)|Page 1
8686487|1961|May|Bronson, Fla.|Page 1
8660819|1963|June|Seattle, Wash|Page 1
8698829|1965|October|Lone-Prairie, Minnesota|Page 1
6971325|1955|March|San Francisco, California|Page 1
6387814|1948|December|Monte Vista, Colorado (#247)|Page 1
6964269|1957|July|Near Dobbins AFB, Marietta, Ga|Page 1
9670432|1948|April|Anacostia Naval Air Sta. 38 DEG 52'N 77 DEG 00'W (#126)|Page 1
6959014|1958|January|Farmington, Michigan|Page 1
7812856|1960|May|Charleston, Maine|Page 1
8298235|1961|August|Middletown, Ohio|Page 1
6780801|1957|November|Long Beach California|Page 1
7468167|1967|March|Apache Junction, Iowa|Page 1
6786180|1956|June|Lumberport, West Virginia|Page 1
7283003|1967|October|Between Davenport and Demoine, Iowa|Page 1
9080140|1959|April|Detroit, Michigan|Page 1
7071585|1956|October|Odebolt, Iowa|Page 1
7070630|1956|September|Dallas, Texas|Page 1
8682196|1961|May|Tyndal AFB, Florida|Page 1
8687170|1963|August|Cleveland, Ohio|Page 1
8292135|1966|October|Casey, Illinois|Page 1
6780787|1957|November|Hereford, Texas|Page 1
7171996|1969|February|St. Louis, Missouri|Page 1
8670721|1962|June|Dayton, Ohio|Page 1
9666244|1967|February|Gastbury, Connecticut|Page 1
7813773|1960|June|Brookely AFB, Alabama|Page 1
7812192|1960|April|N of Mandinga, Panama|Page 1
6782931|1957|November|Alpine, Arizona (Ranger Sta)|Page 1
6969254|1955|July|Stockton, California|Page 1
6971496|1960|March|Monroe, Wisconsin|Page 1
7107017|1966|April|Onchiota, New York|Page 1
6961032|1958|February|CHATTANOOGA, TENNESSEE E of Selma, Alabama|Page 1
6310480|1949|July|Columbus, Ohio (#405)|Page 1
9316321|1962|November|20.21N 174.30W (Pacific)|Page 1
9737847|1963|December|Pennsylvania|Page 1
7074328|1956|November|Dayton, Ohio|Page 1
7073302|1956|November|Colfax, Iowa|Page 1
9669465|1947|August|5 Miles South Of Placerville, Calif. (#67)|Page 1
7457795|[ILLEGIBLE]|[ILLEGIBLE]|Jefferson City, Missouri|Page 1
7440756|1965|August|Albuquerque, New Mexico|Page 1
7813878|1960|June|Long Island Sound, New York|Page 1
6974374|1967|November|FARMERSVILLE, OHIO|Page 1
9669420|1947|August|Philadelphia, Penn. (#69)|Page 1
6888318|1968|June|Cleveland, Ohio|Page 1
9616360|1950|September|Fairchild AFB, Washington (Spokane)|Page 1
8618129|1961|January|Wichita Falls, Texas|Page 1
8264229|1966|November|Monroe, New York|Page 1
8674474|1966|March|Temple, Oklahoma|Page 1
9421516|1964|September|Springfield, Ohio|Page 1
8695041|1961|November|Diboll, Texas|Page 1
7460963|1967|March|Madison, Wisconsin|Page 1
6786407|1957|January|Wadena, Minnesota|Page 1
8676495|1961|April|Silver Grove, Kentucky|Page 1
8684022|1961|May|San Antonio, Texas|Page 1
8725867|1962|October|7.00S 174.40W (Pacific)|Page 1
7069391|1956|August|Shafter, California|Page 1
8714869|1954|July|St. Louis, Missouri|Page 1
6782794|1957|November|Port Angeles, Washington|Page 1
6311849|1952|April|Shreveport, Louisiana|Page 1
6966413|1955|January|Macomb, County, Michigan|Page 1
11885375|1949|February|[BLANK]|Page 1
8227380|1960|September|111 mi E of Kansas City, Missouri|Page 1
7006424|1951|February|Calena, Ill|Page 1
8703102|1964|May|Savannah, Georgia|Page 1
9071831|1965|April|Lodi, New Jersey|Page 1
8715680|1964|May|Wheaton, Maryland|Page 1
